"Time [ms]","InducedVoltage(Coil1) [V]","InducedVoltage(Coil2) [V]","InducedVoltage(Coil1)_1 [V]"
0,145.222529577812,145.649558631077,144.418728047372
0.01,144.955279772348,145.123025818071,144.817543660178
0.02,144.688029966884,144.596493005065,145.216359272984
0.03,143.934573394905,143.864417273332,145.644294076284
0.04,144.04138042155,143.777818721771,145.988281278076
0.05,143.211432446472,142.991543945532,146.124041543998
0.06,142.586175312283,142.22994789659,146.435877619142
0.07,141.867216820563,141.498762293889,146.528188760069
0.08,141.163703686543,140.679090372382,146.665557385716
0.09,140.502848054477,139.977177463114,146.752635508463
0.1,139.337913246697,138.746664910157,146.775526210201
0.11,139.935198954507,139.146036867827,147.203283732822
0.12,138.617134347745,137.817147712973,146.922388530416
0.13,138.09721399013,137.188348684089,146.813320398906
0.14,137.387076626731,136.499008670443,146.684428706016
0.15,136.885055839032,135.881575247476,146.552833460269
0.16,136.136380868902,135.0873620491,146.212012509957
0.17,135.44704127867,134.33181060373,145.821403198894
0.18,135.251775306355,134.091598433841,145.60100185769
0.19,134.952085538592,133.706164613658,145.286984723636
0.2,134.815855601707,133.627792273434,145.015315899465
0.21,134.605187802328,133.412851885445,144.547832794469
0.22,134.434126727774,133.244592076933,144.099220981139
0.23,134.246555403949,133.141618734784,143.459135445583
0.24,133.957815777683,132.743688370606,142.938781022816
0.25,133.987109529586,132.76942788199,142.414975445091
0.26,134.36432703367,133.307528813662,141.93472327098
0.27,134.621875143104,133.48498357944,141.644163834915
0.28,135.004419953559,133.949228960534,141.174787306814
0.29,135.079007347661,134.207542188372,140.516725917861
0.3,136.128792037964,135.304519596836,140.029235104021
0.31,135.170237149541,134.423339246268,139.531354641377
0.32,136.251960020626,135.56383964836,138.982666966245
0.33,136.7302734233,136.271064064485,138.523417963825
0.34,137.327261447519,136.854376154169,138.173322691885
0.35,137.88336391747,137.436074206776,137.94046922303
0.36,138.502228683169,138.294441154611,137.537140634038
0.37,139.206430086186,138.855513989199,137.36311055583
0.38,138.982438759923,139.074850895147,136.944591297591
0.39,139.935537072938,140.08115919785,136.844552447553
0.4,140.365691051764,140.509029171327,136.647217632569
0.41,141.006046342211,141.341895303725,136.586637790913
0.42,141.537750178148,141.834566458186,136.663494315063
0.43,142.576354430413,143.021121768071,136.825668780041
0.440000000000001,142.502313310904,142.898834430169,136.715867672462
0.450000000000001,143.135429735826,143.708050354505,136.914073139386
0.460000000000001,143.646888035966,144.320921357212,137.093691887784
0.470000000000001,144.157385413731,144.869845770898,137.365125609494
0.480000000000001,144.777400393418,145.490198766083,137.854353868092
0.490000000000001,145.215960488928,145.973079609869,138.034644546474
0.500000000000001,146.20615938,147.201045927339,138.878894328758
0.510000000000001,146.038115615343,146.647003669944,138.848540358824
0.520000000000001,146.772483177249,147.635508813968,139.559520081534
0.530000000000001,147.233816798021,148.070458927952,140.0887947294
0.540000000000001,147.682758250279,148.621315348451,140.575718602894
0.550000000000001,148.1472957831,149.075103166595,141.210789207998
0.560000000000001,148.666691721261,149.583554728278,141.644706475892
0.570000000000001,149.147285513192,150.090234833842,142.371198293972
0.580000000000001,149.691689837165,150.51500802318,143.050890112595
0.590000000000001,150.009389327846,150.749588560785,143.591242400661
0.600000000000001,150.460250045743,151.282057274924,144.073430269926
0.610000000000001,150.785911776514,151.715302153787,144.743705480823
0.620000000000001,151.195967810294,152.092133612228,145.210871445111
0.630000000000001,151.546478824207,152.309189959964,145.921012177006
0.640000000000001,152.11437804138,152.763567137633,146.664144611422
0.650000000000001,151.970546913156,152.996508883473,146.693125108319
0.660000000000001,152.330477707754,153.122138983144,147.376153469568
0.670000000000001,152.591510218837,153.310654648659,147.892201586363
0.680000000000001,152.654316857738,153.375798430519,148.364046350678
0.690000000000001,152.874273821308,153.566773739433,148.619849390297
0.700000000000001,152.507414730463,153.119071758747,149.044765411891
0.710000000000001,153.484235572996,154.125318353016,149.53987607591
0.720000000000001,152.609518880804,153.213607143638,149.51477510615
0.730000000000001,152.810029294651,153.28655862424,149.853568356925
0.740000000000001,152.446674200837,152.961319337296,149.948376986656
0.750000000000001,152.226982748907,152.620242001853,150.016904810423
0.760000000000001,152.00222658011,152.378529923244,150.087294023992
0.770000000000001,151.443566357967,151.700465065513,150.101993464944
0.780000000000001,151.573277461555,151.765799687572,150.324517992882
0.790000000000001,150.406572748328,150.441964236421,149.900142650433
0.800000000000001,150.157754615492,150.123041342917,149.923582606791
0.810000000000001,148.987095168683,148.979032641227,149.517663714595
0.820000000000002,148.50275940402,148.285192753677,149.300603376741
0.830000000000002,147.189710369016,146.848333393023,148.92862548443
0.840000000000002,147.153250290764,146.542554844374,148.961177777982
0.850000000000002,145.750116138851,145.119111903902,148.349784008561
0.860000000000002,144.591626015582,143.698126918009,147.877983440428
0.870000000000002,143.731712826995,142.715641160794,147.62968284578
0.880000000000002,142.323914429275,141.082982433638,146.986895169547
0.890000000000002,141.456534067648,140.06065556541,146.530798804267
0.900000000000002,139.292909140924,137.573139409022,145.7779708948
0.910000000000002,140.037595072012,138.253728709084,145.720275404012
0.920000000000002,137.801352480783,135.644628796782,144.839519229465
0.930000000000002,136.914829628313,134.730030538247,144.194683409376
0.940000000000002,135.764227744288,133.1863880317,143.749680862612
0.950000000000002,134.725714905569,132.076285806048,142.997243681423
0.960000000000002,133.587557681927,130.80080618157,142.324794212039
0.970000000000002,132.585685172058,129.564109308573,141.787972531035
0.980000000000002,132.239227647007,129.09735429922,141.294164217796
0.990000000000002,131.19429979336,127.867927368381,140.569568579157
1,130.558633599779,127.332214759005,139.891128644147
1.01,130.096272462454,126.327740321606,139.643318079921
1.02,129.546643865689,126.033610973738,138.808076834663
1.03,129.069185617772,125.284236661331,138.339129022163
1.04,128.951078227639,125.396474538955,137.834166625973
1.05,128.667720520027,125.128460913351,137.306805483371
1.06,128.656649989335,125.287078947461,136.758192052824
1.07,128.769940194099,125.365245397922,136.510260083497
1.08,129.118586627649,125.685789838078,136.345504660043
1.09,129.122635280321,125.978363673901,135.848668874069
1.1,130.126153950051,126.956494643972,135.891822650598
1.11,129.588589630994,126.758015275185,135.356887186831
1.12,130.699322217979,128.011058070257,135.329009512359
1.13,131.297531333714,128.854619287982,135.156690793614
1.14,132.05396969224,129.955351725001,135.050444473128
1.15,132.835724071703,131.027506888373,135.028903548564
1.16,133.592111159097,132.027066220665,135.047697348785
1.17,134.806333211964,133.603558146727,135.263151522002
1.18,135.054096942879,133.925190070982,135.260956803899
1.19,136.400858574445,135.731474401891,135.499617736936
1.2,137.097690731612,136.716605056735,135.54895748693
1.21,138.337475968333,138.323385479129,135.872731399722
1.22,138.943116781556,139.14080306161,135.977923412962
1.23,139.967907388988,140.551774639601,136.219200344574
1.24,140.823226641213,141.606874795456,136.545051801528
1.25,141.632711074064,142.670532434607,136.85151118864
1.26,142.31956639289,143.648124844716,137.081608672881
1.27,143.026130200196,144.657726923686,137.36655136029
1.28,143.993007824447,145.999965210952,137.811880930259
1.29,144.200770493116,146.208441356694,137.922406109637
1.3,145.135970346925,147.486682756858,138.503922423077
1.31,145.600144193314,148.135693418657,138.668335917663
1.32,146.119355931716,148.81447755064,139.039689810885
1.33,146.621826644172,149.393877202952,139.47589476084
1.34,147.172881398371,150.264778071579,139.768159800998
1.35,147.877599635645,151.104379331917,140.356403461786
1.36,147.865976464667,151.05175459531,140.52947124504
1.37,148.802314456986,152.214285409521,141.247254590151
1.38,148.946626338342,152.444875544466,141.443538916913
1.39,149.316941077629,152.84359318175,141.839330731163
1.4,149.714506999701,153.410435960532,142.328284020387
1.41,150.01083517902,153.621235137019,142.505283039498
1.42,150.215198570707,153.928095910865,142.862275778876
1.43,150.460578299677,154.137972049853,143.217625126004
1.44,150.758107086429,154.445379342144,143.605248046244
1.45,150.569655838228,154.227766187128,143.58312329584
1.46,150.557495022596,154.081114704082,143.754617577354
1.47,150.70128286849,154.321416612623,143.98756716851
1.48,150.583424813305,154.021023170128,144.029709717202
1.49,150.411457641855,153.71888055046,144.124239364026
1.5,150.085765808932,153.529477382721,143.89750802756
1.51,150.196081412995,153.138881257888,144.334102005816
1.52,149.59844209402,152.526376177847,143.819124693392
1.53,149.264944016061,151.9352845534,143.787902393002
1.54,148.966886973095,151.724959427548,143.504216022782
1.55,148.317937180653,150.824225924939,143.213399390512
1.56,147.784953776802,150.079372691031,142.959378009596
1.57,147.288610643156,149.421549830516,142.690064880521
1.58,146.641531160957,148.476934620048,142.461782822453
1.59,145.662286721856,147.260062687243,141.748704183122
1.6,145.043019287535,146.60105424116,141.496634278595
1.61,144.446615549953,145.599280641184,141.049752559471
1.62,143.262427200655,144.264010294761,140.491000236819
1.63,142.309516755365,143.069093448058,139.923406892514
1.64,141.421225596516,141.973552067742,139.671315893488
1.65,140.321605073987,140.50458503308,139.087290426009
1.66,138.93110534153,138.813408818294,138.458226919416
1.67,138.371648369056,138.138184334471,138.169326254081
1.68,137.124948819417,136.503219759054,137.575282285054
1.69,135.737434155119,134.901802540435,137.022443889353
1.7,134.468256287256,133.311927024704,136.301702543076
1.71,133.665087751933,132.383783200063,136.475026856627
1.72,132.237240623997,130.607051313525,135.682300421888
1.73,130.710841631032,128.852039775975,135.245013402202
1.74,130.439160286069,128.351332606735,135.103922741067
1.75,129.193801276453,126.913994703828,134.78716026164
1.76,128.029017379277,125.575085164578,134.380431613534
1.77,127.202251069241,124.608048766655,134.20732670005
1.78,126.461424616247,123.713279562082,134.153644166765
1.79,125.631405653606,122.751355579156,133.874626583438
1.8,124.76140116649,121.808072043991,133.666999762618
1.81,124.708779384336,121.784295737298,133.787198193127
1.82,124.027649079552,121.052257438858,133.642616525692
1.83,123.832321750883,120.942974098328,133.588534303422
1.84,123.539417114376,120.533345992413,133.736810231632
1.85,123.536113095909,120.554508875722,133.766293627929
1.86,123.603499489177,120.69921542896,133.815226656186
1.87,123.592125801735,120.958184699809,133.842638334649
1.88,123.968900849735,121.425989304746,134.066298156104
1.89,124.263652759906,121.753341518149,134.218847872147
1.9,124.755457148057,123.040138026872,134.181692771601
1.91,125.315410196413,122.679100070147,135.012894961753
1.92,125.96118224489,124.094638778604,134.902939802422
1.93,126.632850354296,124.768533927874,135.17345121059
1.94,127.368621060089,126.042500753356,135.306961721315
1.95,128.199614627261,126.988555733997,135.624415156757
1.96,129.134544371523,128.177969231022,135.715258787252
1.97,130.148379239822,129.516704285434,136.042206545317
1.98,130.735488323638,129.957557524956,136.359041585931
1.99,131.87444664775,131.545884474396,136.43868001989
2,132.470956976274,132.240082870402,136.404010489377
2.01,133.999243434374,134.152082025795,137.083366473583
2.02,134.521537898721,134.717931300953,136.991211418444
2.03,135.902990712572,136.448580580952,137.153424402147
2.04,136.102745992197,136.599731860592,137.230716074315
2.05,137.006490730748,137.758944248459,137.267546183206
2.06,137.626959749903,138.454113766087,137.203432760957
2.07,138.113239078235,139.121258620153,137.087729478813
2.08000000000001,138.84818554041,139.901997526856,137.141734051288
2.09000000000001,139.145975111423,140.244059256267,136.925541712046
2.10000000000001,140.003200247684,141.17869349392,136.723236173166
2.11000000000001,139.637064757081,141.036813534978,136.738088587204
2.12000000000001,140.18245376805,141.506018107526,136.40734474615
2.13000000000001,140.153100729259,141.366817576982,136.144421576856
2.14000000000001,140.234688003237,141.745385851621,135.825560467792
2.15000000000001,140.234933908084,141.57773001531,135.59662079651
2.16000000000001,140.197703599179,141.597140032767,135.166975851247
2.17000000000001,140.265438204634,141.622977107377,135.005931702628
2.18000000000001,139.915002456042,141.274993624474,134.554035460768
2.19000000000001,139.748341097723,141.034524669428,134.177130791804
2.20000000000001,139.135228561843,140.466220396254,133.421463278854
2.21000000000001,139.517572920378,140.828178888452,133.805110889875
2.22000000000001,138.863751763046,140.146905517035,133.010324709176
2.23000000000001,138.629834423637,139.875359313496,132.799764875235
2.24000000000001,138.282979715381,139.526051550581,132.286004444315
2.25000000000001,137.904215507872,139.088081647931,131.942355773884
2.26000000000001,137.461423078527,138.595506038352,131.441820304312
2.27000000000001,137.068909120413,138.278090391275,131.16488950976
2.28000000000001,136.622632334065,137.745113943665,130.721904096425
2.29000000000001,136.28009371695,137.420704603991,130.300507602565
2.30000000000001,135.370301885434,136.358660358282,129.839779419138
2.31000000000001,136.017924762482,137.133276871626,129.80997148535
2.32000000000001,134.967801827545,135.934164233841,129.232297143128
2.33000000000001,134.509275250799,135.655373587734,128.690168071182
2.34000000000001,134.020615557445,134.768812363711,128.691184360052
2.35000000000001,133.564444035622,134.464770118308,128.155375876815
2.36000000000001,132.931314511863,133.779334021355,127.782476031601
2.37000000000001,132.362624112952,133.178753574309,127.470088892706
2.38000000000001,132.181561703376,133.080619540182,127.12678645449
2.39000000000001,131.22572430182,131.959964905203,126.620922908565
2.40000000000001,130.493429228473,131.436020724323,125.90764577452
2.41000000000001,130.30868909048,130.704239951284,126.49727098904
2.42000000000001,129.593092853153,130.20009725323,125.715229290174
2.43000000000001,128.478447482488,128.832529216604,125.328594113394
2.44000000000001,128.314218643366,128.899581810843,125.00826090353
2.45000000000001,127.356916264775,127.746055982369,124.673732143199
2.46000000000001,126.509058681828,126.809029038649,124.248630264811
2.47000000000001,125.633115541912,125.952047550848,123.927322921579
2.48000000000001,124.714736153991,124.823019701508,123.681123469937
2.49000000000001,123.977856978757,124.065998092049,123.381346037337
2.50000000000001,122.07905685696,121.889666152069,122.944035035488
2.51000000000001,123.150087555168,123.191343223605,123.142723121222
2.52000000000001,121.05913070386,120.802183145119,122.671899263693
2.53000000000001,120.33827689466,120.01086244956,122.486606038724
2.54000000000001,119.024065479062,118.682174216605,122.200999684013
2.55000000000001,118.285781710525,117.806887472521,122.102652231764
2.56000000000001,116.94562764587,116.354083027486,121.771307358487
2.57000000000001,115.904593824028,115.266848680267,121.620190921906
2.58000000000001,115.828715216387,115.072303453267,121.733086478181
2.59000000000001,114.412478439829,113.562753336754,121.473198591831
2.60000000000001,113.675947913266,112.880957343414,121.187960941365
2.61000000000001,112.845911761727,111.960045738474,121.264933522674
2.62000000000001,112.278482312855,111.311207343811,120.972969246074
2.63000000000001,111.129001994042,110.174166558235,120.799148280898
2.64000000000001,111.147908507064,110.036937117491,120.730321302653
2.65000000000001,110.4860778881,109.478831338205,120.54433089646
2.66000000000001,110.197515588622,109.15553333351,120.36393901752
2.67000000000001,109.888378117562,108.916587920216,120.317851110624
2.68000000000001,109.835381898959,108.849613026235,120.380191799957
2.69000000000001,109.811425694583,108.860809855016,120.294519810848
2.70000000000001,109.717228122935,108.734182472669,120.271956369833
2.71000000000001,110.224857232777,109.336393957071,120.484711047341
2.72000000000001,110.41036254753,109.519453567846,120.292653222808
2.73000000000001,110.947128486482,110.173293250942,120.228195402255
2.74000000000001,111.31888203616,110.62455543771,120.195272737455
2.75000000000001,111.967428795778,111.351908267731,120.128849481782
2.76000000000001,112.547624062226,111.978694079917,119.944395087684
2.77000000000001,113.357948821546,112.837654975361,119.899187149652
2.78000000000001,113.430199025688,113.025243751346,119.697472208246
2.79000000000001,114.618411609346,114.2286952169,119.55087987926
2.80000000000001,115.238862720007,115.10684025629,119.346775358947
2.81000000000001,116.254813048388,116.140263947944,119.477088479036
2.82000000000001,116.799298835984,116.8215423201,119.074726159113
2.83000000000001,118.15228416801,118.181039745263,119.036918482185
2.84000000000001,118.029043294276,118.16665503872,118.619824007532
2.85000000000001,118.747860973728,118.936969570021,118.441589318463
2.86000000000001,119.582249354777,119.900939550515,118.112991553498
2.87000000000001,120.229134110361,120.624951493397,117.999418925457
2.88000000000001,120.831312178271,121.252698308216,117.737761075198
2.89000000000001,121.365921058147,121.900761030935,117.370703695424
2.90000000000001,122.256429457645,122.736052135841,117.216859905244
2.91000000000001,121.973034082295,122.643432798824,116.920415296773
2.92000000000001,122.522999343344,123.122831193856,116.656114852059
2.93000000000001,122.733184017404,123.522404189496,116.283160912217
2.94000000000001,122.994757690797,123.697676368817,116.151089295435
2.95000000000001,123.102621329318,123.885502776122,115.8061695676
2.96000000000001,123.275455818922,124.069694544959,115.490768220827
2.97000000000001,123.363315871477,124.094088771142,115.351295786958
2.98000000000001,123.256222926099,124.151733853478,114.944804661898
2.99000000000001,123.106980256226,123.898766672997,114.708495833609
3.00000000000001,122.83412051593,123.841485400538,114.293207699217
3.01000000000001,123.041574859006,123.736755211256,114.559265331987
3.02000000000001,122.687744810867,123.515715325711,114.088845562954
3.03000000000001,122.562099726164,123.281065942643,114.060408024463
3.04000000000001,122.392033365309,123.182543142441,113.75850819133
3.05000000000001,122.143229261717,122.945998094181,113.557941429892
3.06000000000001,121.8109024474,122.552356186495,113.348278134778
3.07000000000001,121.573436944638,122.37464309997,113.254565230969
3.08000000000001,121.302674165413,122.038316080364,113.17948914703
3.09000000000001,121.08766368824,121.811947078048,113.057056342519
3.10000000000001,120.596504029552,121.194158544241,112.954521617131
3.11000000000001,120.850004254385,121.585849716809,113.139138377366
3.12000000000001,120.247997989553,120.882235690272,112.921181947445
3.13000000000001,119.984979740972,120.654483404664,112.845428890923
3.14000000000001,119.635302781051,120.284582538232,112.845924272087
3.15000000000001,119.46588280961,120.091987280357,112.892604599601
3.16000000000001,119.161079926416,119.750682153951,112.835019890916
3.17000000000001,118.801995626294,119.330756644797,112.790672551876
3.18000000000001,118.639064680448,119.131437366298,112.874623390269
3.19000000000001,118.080732227843,118.585776902957,112.636574630176
3.20000000000001,117.698153066919,118.237713296171,112.500636060436
3.21000000000001,117.451143912489,117.792749484563,112.734449475243
3.22000000000001,117.120798652353,117.494650006488,112.578565976734
3.23000000000001,116.466010645061,116.797284819664,112.458689246575
3.24000000000001,116.262254383065,116.587008875818,112.547178050592
3.25000000000001,115.640218909479,115.92669726741,112.403960056917
3.26000000000001,114.9147886496,115.076939693703,112.254440184644
3.27000000000001,114.342896662944,114.50473504091,112.153086428523
3.28000000000001,113.549626598091,113.685149490239,111.953393356706
3.29000000000001,113.032081330055,113.133258659464,111.929598217502
3.30000000000001,111.397999083778,111.350027879381,111.387056933881
3.31000000000001,112.281921171614,112.348307420251,112.046068538973
3.32000000000001,110.364819612962,110.290922719319,111.381835614998
3.33000000000001,109.638595244415,109.413029785376,111.364429950239
3.34000000000001,108.428245396696,108.252328122482,111.097640986141
3.35000000000001,107.559100023413,107.29102930409,110.988546418222
3.36000000000001,106.408829108661,106.08596083454,110.713201877899
3.37000000000001,105.195745320963,104.82457726399,110.468421473281
3.38000000000001,104.857080098125,104.472162849517,110.418056149697
3.39000000000001,103.187426418227,102.646122731414,109.992499593553
3.40000000000001,102.3144428068,101.6217227295,109.759498293898
3.41000000000001,101.253305322907,100.780884217527,109.667490026227
3.42000000000001,100.243293513707,99.6441962787306,109.360550104914
3.43000000000001,99.1544125903962,98.4388228079999,109.133213323203
3.44000000000001,98.4075065365794,97.7710221010505,108.937389218294
3.45000000000001,97.51386667704,96.8029710143034,108.663110203039
3.46000000000001,96.7011267332504,95.8981214661311,108.428095148127
3.47000000000001,96.0684734392977,95.319653894099,108.212568572735
3.48000000000001,95.3976079309135,94.6522854358808,107.914329752362
3.49000000000001,94.9185650154002,94.1659386593349,107.684084555659
3.50000000000001,94.2401961014302,93.4832847169495,107.193284023632
3.51000000000001,94.1767768652121,93.4080518296129,107.37059418549
3.52000000000001,93.8123777117825,93.0517184437205,106.786134138031
3.53000000000001,93.6560114897453,92.9123208197766,106.573883981003
3.54000000000001,93.6004271455512,92.8988376382553,106.321375717971
3.55000000000001,93.6574844354385,92.980890171945,106.054648437625
3.56000000000001,93.745575643894,93.0966478458914,105.728794854509
3.57000000000001,94.0271568522053,93.419594772198,105.427316894363
3.58000000000001,93.8308017935704,93.3223287631565,105.158644220404
3.59000000000001,94.608425237924,94.0845498825724,104.731952765724
3.60000000000001,94.7796815435106,94.3367081676524,104.370769733824
3.61000000000001,95.6476894605315,95.237352240207,104.158033082246
3.62000000000001,95.8679878684585,95.5182900338689,103.729186352247
3.63000000000001,97.0776692032213,96.7124502723623,103.467858864936
3.64000000000001,96.8104313555204,96.5482597286846,103.113027702345
3.65000000000001,97.6001693688996,97.4229768576637,102.788268990372
3.66000000000001,98.3796640932952,98.2177935465342,102.373455342841
3.67000000000001,98.9731211676889,98.9044107932821,102.081017200328
3.68000000000001,99.7856008948247,99.7760481336093,101.684885847663
3.69000000000001,100.200294834623,100.23626335377,101.300322491659
3.70000000000001,101.854626798764,101.912232130985,100.785808842313
3.71000000000001,100.543317591422,100.644804776523,100.676836001606
3.72000000000001,101.991118756655,102.137272750202,100.116824339258
3.73000000000001,102.297471300072,102.48680829536,99.7210348894325
3.74000000000001,102.839941757654,103.101811968248,99.3198040442397
3.75000000000001,103.111616986306,103.408718182085,98.9173881589697
3.76000000000001,103.607595422672,103.914498504981,98.5135561144598
3.77000000000001,103.918218689958,104.266808972647,98.0710953763006
3.78000000000001,103.512849466969,103.863717815783,97.7501273421052
3.79000000000001,103.860670607114,104.236300298338,97.1541049342214
3.80000000000001,103.186719954445,103.563387132738,96.1787849470871
3.81000000000001,104.313113305332,104.782590633495,96.7402403028114
3.82000000000001,103.47687535136,103.899124216155,95.6826024700483
3.83000000000001,103.668640218851,104.157737656834,95.1829997650419
3.84000000000001,102.974379677639,103.387271517335,94.6327387078169
3.85000000000001,102.857370240028,103.31479836087,94.149120908282
3.86000000000001,102.232484865139,102.654783349942,93.379743593813
3.87000000000001,101.793617313456,102.271525387826,92.8086832049088
3.88000000000001,101.274724131717,101.782724581567,92.1459264060229
3.89000000000001,100.719185372128,101.166367755478,91.5082533156306
3.90000000000001,99.3495073438819,99.9058666937777,89.8627502583402
3.91000000000001,100.089065379371,100.452335464312,90.9901038622149
3.92000000000001,98.7789056835871,99.2477181051373,89.4200572889506
3.93000000000001,97.7687852575,98.1607319494411,88.5485782296783
3.94000000000001,97.0705848679183,97.5583978584311,87.8827346179925
3.95000000000001,96.014826122563,96.4720765332978,86.9140135158965
3.96000000000001,95.2684787994912,95.7258990163285,86.2127960366312
3.97000000000001,93.9619716334921,94.4292324562762,85.0229735146292
3.98000000000001,93.1181055066048,93.5604213360901,84.3104107275151
3.99000000000001,91.9738880943914,92.3750111518666,83.2112767093807
4.00000000000001,89.6874871058421,90.1081824179898,81.0457142094911
4.01000000000001,91.0299299769194,91.49986005955,82.6083176162207
4.02000000000001,88.721673121698,89.1398108447997,80.4089225613235
4.03,87.5862175641098,87.9378295878621,79.4599647465343
4.04,86.1362864781147,86.5487076900075,78.3382118504182
4.05,84.9913396936998,85.4256418039025,77.3630081151087
4.06,83.3975978075364,83.6890043228712,76.0763564816611
4.07,81.9951820200704,82.3669723411946,75.0103640800667
4.08,80.5295368936731,80.857056750303,73.9246861381134
4.09,79.1704212965793,79.4883657560007,72.9404099858696
4.1,75.8880902175105,76.1083979765684,70.3427691660792
4.11,77.4269853763419,77.7306047076907,71.9614733098646
4.12,74.0800758038315,74.2905306651029,69.4782733901251
4.13,72.0813604019351,72.2392235998267,68.1178090866402
4.14,70.3128689453243,70.492549395343,67.0920161723459
4.15,68.3267759948009,68.4213363580738,65.7134200441472
4.16,66.3379035893168,66.3859961272966,64.6557800633134
4.17,64.0178373887216,64.0220596117206,63.1876495413489
4.18,62.7503534009281,62.7928745464438,62.2155609332068
4.19,60.0506726859154,59.9111109454455,60.9098405146971
4.2,56.8010963732069,56.7012692518488,58.4951349621633
4.21,57.2256399130856,57.1261133033208,60.0415819017621
4.22,53.9912052593427,53.8123929733813,57.6002362409146
4.23,51.4384468552086,51.1801196885119,56.5761326084125
4.24,50.1698279205729,49.9214771234511,55.3966328948963
4.25,48.1425317018078,47.8804055272694,54.4672395263091
4.26,45.9575324935698,45.5415727803961,53.2615407713843
4.27,44.2942339270187,43.9579207106373,52.44207439686
4.27999999999999,42.3956157701927,42.0257767528815,51.4054395813278
4.28999999999999,40.9753418655973,40.5789580377697,50.5510614889869
4.29999999999999,38.3076572215273,37.8711795560165,49.2511081444067
4.30999999999999,38.7921559345988,38.3608259127715,48.8780568456657
4.31999999999999,36.5385210061646,36.0701397926281,47.71518482339
4.32999999999999,35.5140272685087,35.0417983897858,46.7998946971323
4.33999999999999,34.4116584429469,33.9595667954787,46.058479320706
4.34999999999999,33.3992037414202,32.9462330964494,45.154435283203
4.35999999999999,32.6208295101562,32.1605254197901,44.5120782398852
4.36999999999999,31.7792157611531,31.3298839522593,43.5900669418861
4.37999999999999,31.1270617450189,30.7683545583705,42.7317319986593
4.38999999999999,30.8950275112198,30.4370646133102,41.9970024445566
4.39999999999999,30.0353296686885,29.6743933369604,40.8087986582167
4.40999999999999,30.718843477502,30.3612205530281,40.8234998372575
4.41999999999999,29.8807002905922,29.5536769903027,39.5611822820679
4.42999999999999,30.3272526697885,29.9557265176621,39.0762308774067
4.43999999999999,29.4605657690362,29.205256508309,38.0055516012183
4.44999999999999,29.7553138876428,29.5470830505363,37.4351493477269
4.45999999999999,29.912412959361,29.6725385935349,36.5582298949023
4.46999999999999,30.0158237585014,29.8728283312245,35.9128815916446
4.47999999999999,30.363587384631,30.2409777342928,35.09672195159
4.48999999999999,30.2908376584988,30.2087890924575,34.4016427856322
4.49999999999999,31.2393408239199,31.149151525768,33.2902447344421
4.50999999999999,30.1449438970326,30.1461582653163,33.1500952833976
4.51999999999998,31.082720607485,31.0605037962554,32.1294928258844
4.52999999999998,30.9119515749758,30.9500688636623,31.3159818759691
